-0.029876,-0.2166,-0.27717,-0.14716,-0.99891,-0.17743,-0.25025
-0.10093,-0.16311,-0.23235,-0.24675,-0.83532,-0.35199,-0.3967
-0.039379,-0.045468,-0.16801,-0.50285,-1.0988,-0.32207,-0.56569
0.10787,0.1552,-0.40317,0.13191,-1.1465,-0.61006,-0.17351
-0.072207,-0.49325,-0.15217,-0.24203,-1.0425,-0.48486,-0.60168
-0.1428,-0.058931,-0.397,-0.022101,-0.60669,-0.35589,-0.4065
-0.0093031,0.037287,-0.37786,-0.20993,-0.68023,0.13843,-0.38268
-0.82124,-0.6357,-0.20625,-0.037283,-0.853,-0.23323,-0.20158
-0.24145,-0.30318,-0.15767,-0.091503,-0.94438,-0.16887,-0.04888
0.034053,-0.036531,0.015278,0.036571,-1.238,-0.25123,-0.701
-0.34664,-0.062752,0.21515,0.26053,-0.4119,-0.34389,0.071539
-0.43147,-0.0078474,-0.12308,-0.35731,-1.0818,-0.55898,-0.76361
-0.090217,-0.24689,-0.12203,-0.17168,-0.98741,-0.33323,-0.26935
-0.12165,-0.15413,-0.21362,-0.32636,-0.91139,-0.32149,-0.38889
0.24377,-0.11167,-0.26139,-0.024409,-0.50564,-0.93956,-0.98501
0.12559,-0.2518,0.0036759,0.03893,-0.57143,-0.262,-0.30995
0.1222,-0.011743,-0.0066498,0.025108,-0.52144,-0.07947,-0.097718
0.015741,-0.055535,-0.10858,-0.29946,-0.91985,-0.39946,-0.77423
-0.2717,-0.17873,-0.32931,-0.11432,-0.91045,-0.38352,-0.62756
0.066223,-0.14256,-0.19055,-0.27635,-0.66281,-0.42249,-0.39587
-0.15973,-0.514,-0.22312,-0.47183,-1.3605,-0.55382,-0.35386
0.0080158,-0.14786,-0.12562,-0.041725,-0.96854,-0.33323,-1.0587
-0.051866,-0.1138,-0.29752,-0.080994,-0.69886,-0.22004,-0.19294
-0.14905,-0.16568,-0.20787,-0.22993,-0.69007,-0.17514,-0.25769
0.16678,-0.058624,-0.032924,-0.97465,-0.86379,-0.82042,-0.26422
0.18533,-0.26197,-0.055404,-0.035559,-1.3591,-0.065434,-0.51863
-0.088993,-0.039165,-0.36334,-0.17004,-1.0592,-0.14887,-0.34154
-0.47547,-0.33957,-0.39239,-0.49117,-0.87674,-0.55217,-0.69953
-0.24148,-0.062245,-0.23068,-0.14387,-0.72285,-0.22197,-0.55586
-0.21308,-0.2775,-0.32069,-0.24388,-0.87734,-0.29942,-0.26609
0.042796,-0.39983,0.051063,-0.035205,-0.82856,-0.085382,-0.20516
-0.047696,-0.094664,-0.11805,-0.055167,-0.64111,-0.35866,-0.19628
-0.24908,-0.056019,0.051782,-0.074792,-0.21848,-0.38928,-0.37091
0.01938,0.00050193,-0.56396,0.038078,-1.1614,-0.16939,-0.30027
0.13852,-0.010224,-0.19105,-0.12374,-1.0584,-0.52994,-0.49738
-0.088313,-0.40498,-0.28884,-0.14844,-1.2079,-0.30703,-0.40403
-0.029818,-0.24553,-0.19335,0.029012,-0.9731,-0.12265,-0.47515
0.12985,-0.25734,-0.23458,0.044071,-0.76458,-0.022018,-0.20917
-0.076002,-0.088861,-0.21123,-0.23008,-0.87514,-0.42093,-0.46029
-0.032032,0.0058541,-0.19209,-0.18431,-0.99808,-0.23203,-0.81921
0.15583,-0.031639,-0.29002,0.04719,-0.88303,-0.2817,-0.20898
0.15661,-0.14732,-0.043376,-0.082147,-0.094724,-0.33507,-0.16722
-0.16046,0.049951,-0.36266,0.014898,-0.53001,-0.23025,-0.26742
-0.28164,-0.31515,-0.024832,0.012419,-0.67615,-0.57343,-0.69761
0.018816,-0.039528,0.050713,-0.15105,-0.59272,-0.55884,-0.10035
-0.16955,-0.096598,-0.186,-0.2003,-1.2379,-0.49354,-0.30241
-0.64069,0.0063918,-0.3653,0.018085,-0.56015,-0.12695,-0.32424
0.019845,-0.024468,-0.081743,-0.13885,-0.9076,-0.21837,-0.27689
-0.73414,-0.27453,-0.2369,-0.42955,-0.86978,-0.1654,-0.11992
0.098051,0.074027,0.10064,0.071681,-0.26022,-0.23842,0.046002
-0.30635,-0.0093411,-0.17503,-0.29468,-1.0034,-0.51075,-0.50307
-0.059487,-0.20865,-0.093325,-0.14062,-1.1855,-0.23064,-0.27717
-0.044306,-0.20533,-0.12039,-0.09585,-0.71254,-0.21207,-0.40386
-0.18333,-0.18702,-0.12206,-0.098203,-1.0712,-0.17185,-0.14375
0.2508,-0.23362,-0.040346,0.2369,-0.41006,0.035642,-0.1971
0.052626,-0.37884,-0.19049,0.13212,-0.35124,-0.1931,-0.24433
0.11881,-0.17902,-0.10432,-0.036601,-0.71574,-0.085909,-0.048164
-0.14791,-0.20034,-0.25887,-0.23209,-0.94748,-0.36962,-0.29303
-0.37016,-0.33238,-0.41413,-0.14802,-1.1234,-0.32724,-0.24663
-0.1583,-0.15613,-0.28883,-0.16355,-0.83783,-0.25336,-0.31926
-0.021777,-0.30173,-0.38404,-0.040804,-0.78094,-0.25477,-0.26725
0.13788,-0.083899,-0.066603,-0.21917,-1.1352,-0.075651,-0.16917
0.084356,0.004279,-0.21217,-0.21952,-1.1536,-0.18748,-0.31808
-0.18264,-0.5446,-0.074161,-0.060537,-0.84002,-0.90069,-0.34179
0.14817,0.14646,-0.07315,-0.079457,-0.65459,-0.2082,-1.0241
-0.88386,-0.22789,-0.076355,0.052184,-0.73909,-0.20967,-0.22118
0.31758,-0.11083,-0.21821,-0.05434,-0.89346,-0.30788,-0.24737
0.11947,-0.21762,0.08519,-0.51419,-0.51554,-0.24379,0.03579
0.11257,-0.54172,-0.070298,-0.0071583,-0.53584,-0.23402,-0.096503
0.14869,-0.059969,-0.066654,-0.016527,-0.67299,-0.18172,-0.020618
-0.0026282,-0.12011,-0.11723,-0.22164,-1.0638,-0.64219,-0.4739
0.14311,0.23797,-0.18696,-0.055708,-0.81617,0.14066,-0.14057
-0.52248,-0.32283,-0.43873,-0.41556,-0.8438,-0.49387,-0.62828
-0.0044249,-0.0437,-0.13916,-0.2385,-0.60692,-0.31709,-0.57415
-0.090996,-0.076918,-0.39691,-0.20896,-0.78091,-0.1125,-0.30147
-0.20425,0.035756,-0.18666,-0.15038,-1.0168,-0.37269,-0.43045
-0.085658,-0.20384,-0.19757,-0.073801,-1.2444,-0.28026,-0.18306
-0.024177,-0.22726,-0.31847,-0.32918,-0.53146,-0.1572,-0.11166
0.090573,-0.21241,-0.26556,0.063624,-0.95721,-0.32005,-0.31384
-0.21219,-0.13709,-0.24084,-0.21455,-1.0353,-0.30608,-0.34342
-0.33629,-0.46688,0.067383,0.0036742,-0.52923,-0.045623,0.043121
-0.79797,-0.1738,-0.23995,0.018324,-0.93145,-0.12087,-0.38505
0.069701,0.045524,0.0096939,0.071194,0.57968,-0.5711,-0.9023
0.12638,-0.1383,-0.1704,-0.040602,-0.96991,-0.23336,-0.24415
-0.35061,-0.22773,-0.1219,-0.12067,-0.73078,-0.62748,-0.39855
0.030841,0.041696,-0.20713,-0.045789,-0.68397,-0.34037,-0.78973
0.10734,-0.30671,0.0010691,-0.29246,-0.34677,-0.24279,-0.88677
-0.027075,0.0064925,-0.13995,-0.055955,-0.72694,-0.27745,-0.5108
-0.012548,-0.28448,-0.036565,-0.061768,-1.2266,-0.42319,-0.96742
-0.70243,-0.10533,-0.013114,0.020083,-1.144,-0.29866,-0.7951
0.045396,0.018901,-0.30293,0.03593,-0.48244,-0.30614,-0.14205
-0.055655,-0.056425,-0.20308,0.010645,-0.70784,-0.14406,-0.19628
0.31721,-0.063996,-0.20064,0.052196,-0.63425,-0.092506,-0.27603
0.04232,0.050203,-0.40677,-0.26839,-0.80733,-0.0034512,-0.20914
0.14239,-0.48424,0.032935,-0.4473,-0.65971,-0.15713,0.044093
-0.29903,-0.0049757,-0.29162,-0.18511,-0.60423,-0.59474,-0.50924
0.011201,-0.61704,-0.068007,-0.012136,-0.59985,-0.30441,-0.3953
0.074049,0.033068,-0.13612,-0.10701,-0.62962,-0.39239,-0.45059
-0.76431,-0.25633,0.041766,0.17753,-0.24878,-0.097696,0.12342
-0.20022,-0.072976,-0.19033,-0.22795,-0.074812,-0.31801,-0.3367
-0.22412,-0.072578,-0.17539,-0.14636,-0.91907,-0.27555,-0.32843
-0.096396,0.048987,-0.061822,-0.09501,-1.1983,-0.38119,-0.45732
0.066419,0.040925,-0.10866,-0.092048,-0.2489,-0.12305,-0.19482
-0.020642,-0.085571,-0.40642,-0.2234,-0.81083,-0.065809,-0.3808
0.075027,-0.10625,-0.011959,-0.22989,-0.74648,-0.22861,-0.043564
0.021983,-0.13643,-0.032564,0.03472,-0.43877,-0.087397,-0.1485
0.20441,0.12065,-0.11159,-0.15506,-0.89636,0.016276,-0.3151
-0.012512,-0.01558,-0.18976,-0.094277,-0.95472,-0.23196,-0.85967
-0.4048,-0.31468,-0.3965,-0.41161,-0.90882,-0.57878,-0.60358
-0.085221,-0.028697,-0.158,-0.10227,-0.86547,-0.52332,-0.24875
-0.32853,-0.030479,-0.41798,-0.25776,-1.0455,-0.33871,-0.26345
0.092788,-0.11498,-0.10367,-0.10174,-1.5209,-0.41349,-0.3629
0.028206,0.029656,-0.33299,-0.21385,-0.83256,-0.41585,-0.41455
-0.18994,-0.16586,-0.22951,-0.2552,-0.71733,-0.30401,-0.29204
-0.2851,-0.018809,-0.11153,-0.13524,-1.1019,-0.89661,-0.6
-0.17703,-0.064744,-0.07535,-0.019203,-0.89986,-0.23098,-0.1887
0.054487,0.016583,-0.44229,-0.25307,-1.0958,-0.3639,-0.27985
0.20947,0.24086,0.003972,0.075795,-0.73932,0.12067,-0.15993
-0.072269,-0.014857,-0.15822,-0.11404,-1.0226,-0.80785,-0.343
-0.16741,-0.45814,-0.19148,-0.11145,-0.80581,-0.42357,-0.33103
-0.069354,-0.090497,-0.22695,-0.010288,-1.1708,-0.15754,-0.15238
-0.19719,0.048935,-0.16205,-0.045398,-0.62532,-0.16885,-0.20359
-0.36791,0.021421,-0.49863,-0.12882,-0.76317,-0.40681,-0.087673
-0.11419,-0.087098,-0.20091,0.076787,-0.64898,-0.3038,0.066374
0.003505,-0.065384,-0.14942,-0.16327,-1.1187,-0.38766,-0.56227
0.038228,-0.16787,-0.19161,-0.43164,-1.1673,-0.40773,-0.4598
0.30976,0.10315,-0.046518,0.096327,-0.67596,-0.49025,0.00064855
-0.46036,0.082052,-0.5065,-0.36258,-0.54378,-0.74008,0.015081
0.030417,-0.11692,-0.046139,-0.02634,-0.94774,-0.38859,-0.2384
-0.13686,-0.17368,-0.18514,-0.20627,-1.2968,-0.23525,-0.43185
-0.20042,-0.15749,-0.262,-0.27988,-0.89777,-0.33397,-0.28224
-0.029398,-0.016101,-0.10814,-0.30847,-0.98956,-0.36478,-0.35695
0.2803,-0.14597,-0.28828,0.099986,-0.15949,-0.20132,-0.066952
-0.34643,-0.17676,0.012552,0.0067629,-1.303,-0.69332,-1.1364
-0.323,-0.046768,-0.29732,-0.10324,-0.93283,-0.54687,-0.24266
-0.31954,-0.22587,-0.091732,-0.033218,-1.0677,-0.26895,-0.25091
0.028187,-0.33855,-0.044248,-0.95106,-0.94334,-0.5193,-0.46709
-0.0075993,-0.091427,-0.19378,-0.070062,-0.98661,-0.089284,-0.29172
-0.25942,-0.33142,-0.2176,-0.16471,-0.87106,-0.13216,-0.27352
0.012398,-0.029802,-0.24462,-0.34542,-1.09,-0.46604,-0.45879
-0.11076,-0.099458,-0.28889,-0.22453,-0.8522,-0.36814,-0.44209
-0.072791,-0.043206,-0.096174,-0.19955,-0.93335,-0.43285,-0.59285
0.13656,-0.032963,-0.17798,-0.086991,-1.1657,-0.39026,-0.29951
-0.04985,-0.2469,-0.20063,-0.21301,-0.97072,-0.2579,-0.4536
-0.23765,-0.26392,0.041364,0.39484,-0.38526,-0.5023,0.08428
0.14899,-0.072132,-0.017031,-0.010536,-0.54947,-0.12212,-0.23775
0.13942,0.16499,-0.14341,-0.15992,-0.99024,-0.18667,-0.15961
0.020945,-0.044191,-0.25236,-0.0070747,-0.62798,-0.1559,-0.17124
-0.0096374,-0.18005,-0.22065,0.034119,-0.50561,-0.29717,-0.35193
-0.34302,0.097428,-0.26171,-0.12062,-0.83227,-0.20311,-0.76791
-0.74659,0.012913,-0.38803,-0.014957,-1.0521,-0.17176,-0.22661
0.0085349,0.055704,-0.18445,-0.18033,-0.60683,-0.8495,-0.20457
-0.11916,0.087288,-0.099852,-0.15564,-0.6739,-0.63497,-0.35573
0.022052,-0.047345,-0.13723,-0.12005,-1.5481,-0.598,-0.2974
-0.070595,-0.023535,-0.18492,-0.17382,-1.1324,-0.54268,-0.53693
-0.041418,-0.03347,-0.10107,-0.27925,-0.99286,-0.6026,-0.75632
-0.35048,-0.26803,-0.27826,-0.43181,-1.2599,-0.55135,-0.53333
0.17811,0.079712,-0.67479,0.0018879,-0.4671,-0.4231,-0.28882
0.05124,0.046925,-0.14497,-0.17277,-0.83598,-0.3604,-0.30867
-0.35504,-0.15666,-0.15056,0.0082462,-0.6939,-0.20981,-0.097689
0.15419,0.081584,-0.049216,0.092694,-0.44331,-0.37397,-0.5954
0.11011,0.25863,0.081773,0.0086485,0.46349,-0.16106,-0.47948
-0.013224,-0.14689,-0.036592,-0.16818,-1.0681,-0.23215,-0.23308
-0.00022788,0.089397,-0.10635,-0.13137,-0.81509,-0.22577,-0.32836
-0.045992,0.10206,-0.025835,-0.15625,-0.73534,-0.43304,-0.37899
-0.32045,-0.094625,-0.25509,-0.16691,-1.1294,-0.49746,-0.40054
0.21421,-0.049562,-0.094747,-0.17726,-0.98558,-0.20114,-0.07121
0.24682,-0.11003,-0.64671,0.059856,-0.58369,-0.39454,-0.22984
-0.39515,-0.19319,-0.82854,-0.24178,-0.63976,-0.43877,-0.31115
0.12761,-0.077452,-0.19823,-0.17022,-0.76216,-0.14049,-0.24223
-0.01485,-0.15494,-0.15208,-0.10251,-0.94593,-0.15965,-0.24263
-0.078156,-0.026487,-0.22596,-0.16687,-1.2185,-0.15861,-0.19199
0.072799,0.13818,-0.034863,-0.096756,-0.83625,0.095255,-0.80275
0.054179,-0.034258,-0.12475,-0.020425,-0.82484,-0.38192,-0.32851
0.077092,-0.21026,-0.076452,0.23314,-0.36508,-0.026978,-0.032028
-0.16666,-0.020032,-0.17818,-0.057411,-1.0698,-0.96692,-0.33045
-0.059914,-0.2229,-0.34601,-0.26295,-0.94685,-0.35797,-0.93564
-0.10392,-0.020713,-0.053671,-0.025313,-0.74344,-0.26415,-0.3206
-0.053213,-0.035507,-0.16015,-0.12915,-1.2909,-0.33011,-0.22629
-0.0052496,-0.22775,-0.28944,0.00023405,-0.42387,-0.14033,-0.10467
0.037181,-0.1493,-0.57621,-0.18911,-0.94823,-0.40007,-0.27276
-0.12544,-0.085768,-0.25321,-0.28513,-0.70159,-0.25753,-0.49016
0.043494,0.18474,-0.48734,-0.19394,-0.92235,-0.15448,-0.19528
-0.17225,-0.27787,-0.18119,-0.10631,-0.80091,-0.48381,-0.30622
-0.11629,-0.073851,-0.18592,-0.11627,-0.99064,-0.30735,-0.38911
-0.056369,-0.066593,-0.050539,0.066231,-0.41358,0.073933,-0.081286
-0.17745,-0.13962,-0.37841,-0.25934,-1.0259,-0.40752,-0.32632
-0.054352,0.035916,-0.080176,-0.046971,-1.3696,-0.14539,-0.14813
-0.57354,-0.081488,-0.2124,-0.097328,-1.2684,-0.29066,-0.2251
0.0062842,-0.5158,0.041415,-0.10278,-0.17494,-0.032739,-0.22419
-0.78121,-0.13019,-0.3665,0.035171,-0.95165,-0.25719,-0.12627
0.22988,0.018968,-0.42759,-0.061331,-0.50021,-0.44124,-0.1331
-0.30687,0.079566,-0.25524,-0.11424,-0.80517,-0.35916,-1.2493
-0.13956,-0.13613,-0.15965,-0.14638,-1.0592,-0.22649,-0.64923
0.24793,-0.010176,-0.13474,-0.30753,-0.10485,-0.43953,0.0099656
-0.32211,-0.28373,-0.34808,-0.55958,-1.2506,-0.43149,-0.423
-0.080312,-0.28269,0.12294,0.14529,-0.70214,-0.57301,0.11512
-0.065508,0.015842,-0.15933,-0.17373,0.029156,-0.1453,-0.10014
0.095136,-0.42435,-0.016521,-0.076384,-1.0124,-0.93324,-0.06944
-0.0083604,-0.33194,-0.20757,-0.35726,-0.92319,-0.17032,-0.38356
0.057137,0.10875,-0.069259,-0.11713,-1.1273,-0.30151,-0.28131
-0.36456,-0.43106,-0.19467,0.16046,-0.53676,0.0072886,0.049837
-0.42617,0.0096684,-0.50241,0.0243,-0.97291,-0.37597,-0.14271
0.06191,-0.050117,-0.27137,-0.57223,-0.84325,-0.19403,-0.42623
0.21402,-0.18946,-0.16107,-0.044833,-0.72935,-0.12503,-0.13191
-0.88358,-0.36234,-0.80136,-0.097663,-0.69879,-0.37671,-0.064919
-0.86059,-0.85821,-0.88146,-0.29688,-0.49274,-0.52472,-0.41486
0.1091,-0.046064,-0.11116,-0.24234,-1.0813,-0.23586,-0.53534
-0.36854,-0.11971,-0.047241,0.10604,-0.70647,0.01385,-0.02089
0.03818,0.077726,-0.38487,-0.49914,-0.2222,-0.02196,-0.28818
-0.18987,-0.11125,-0.23723,0.012185,-0.93056,-1.2202,-0.12576
0.014071,-0.053649,-0.10007,-0.32418,-0.80047,-0.44737,-0.35208
-0.067905,-0.31431,-0.19836,-0.25951,-1.1257,-0.49833,-0.28532
0.067608,-0.28202,-0.28277,-0.11111,-0.86051,-0.53121,-0.18228
-0.12313,-0.064761,-0.24588,-0.12969,-0.81691,-0.25333,-0.27497
-0.043315,-0.19026,-0.23056,-0.23383,-0.95828,-0.2923,-0.27331
-0.017145,-0.04592,-0.15588,-0.22645,-0.98871,-0.3242,-0.32606
-0.14315,-0.29652,-0.057105,-0.049305,0.32875,-0.43251,-0.52205
-0.20998,-0.24067,-0.24956,-0.20039,-0.93889,-0.30943,-0.40832
-0.12888,-0.12735,-0.25687,-0.10021,-1.186,-0.19902,-0.24724
0.0050558,-0.29016,-0.2944,-0.064418,-0.95736,-0.71434,-0.27991
-0.17716,-0.016513,-0.45716,-0.12696,-0.96022,-0.45979,-0.36397
-1.2624,-0.11826,-0.22245,0.11881,-0.71054,-0.46103,-0.20327
-0.049538,-0.15895,-0.16828,-0.14582,-1.1098,-0.18229,-0.29622
-0.043737,-0.25074,-0.16809,-0.20382,-0.8281,-0.40459,-0.50941
-0.13324,-0.039098,-0.23327,0.030278,-0.5832,-0.51281,-0.62789
-0.0029294,-0.098455,-0.46897,-0.09923,-1.084,-0.90818,-0.25744
-0.18926,-0.57825,-0.40231,0.029624,-0.83305,-0.040369,-0.064778
-0.11081,-0.081109,-0.007209,-0.10417,-0.69427,-0.6117,-0.31853
-0.13518,-0.33886,0.24055,0.2438,-0.16263,-0.73563,-0.032541
-0.29794,-0.3362,0.10333,-0.13712,-0.29539,-0.16048,-0.31423
-0.38714,0.030344,-0.161,-0.017071,-1.0741,-0.34768,-1.2938
-0.066152,0.028443,-0.19505,-0.1361,-1.0873,-0.1916,-0.66618
-0.053768,-0.10099,-0.11376,-0.32173,-1.281,-0.38196,-0.52177
0.026628,-0.085696,-0.21749,-0.24754,-0.62532,-0.80026,-0.31428
-0.69958,-0.25903,-0.30515,-0.46129,-0.90432,-0.30398,-0.27979
-0.14084,-0.053438,-0.27922,-0.075434,-1.2403,-0.26053,-0.19557
0.16859,-0.090904,-0.3534,-0.17324,-1.1091,-0.2064,-0.27169
-0.32642,-0.43472,0.0034158,-0.10989,-0.55072,-0.094735,-0.13749
