0.019684,-0.068057,-0.011672,-0.012052,0.051307,0.026219,-0.027143,-0.0079889,0.014229,0.0017637,-1.9921e-05,-0.0039738,0.0046734,-0.017695,-0.0142,0.00080062,0.0024623,0.0019844,-0.0076408,0.01045,-0.010841,-0.0056496,-0.0099443,-0.0030786,0.0010472,-0.0018014,0.0054064,-0.00026915
-0.040889,0.028259,-0.01839,0.049523,0.00015002,-0.011946,0.037898,0.023209,0.025775,-0.0027771,0.013968,-0.018682,0.010514,0.0099565,-0.013866,0.00065606,0.010752,-0.002068,0.0079488,-0.0063329,-0.0092075,-0.0051122,0.0033429,-0.011037,0.005548,-0.0058534,0.010503,0.0030909
-0.055649,0.064684,-0.10494,-0.017839,-0.014483,-7.7048e-05,0.012554,0.011579,0.0096447,-0.0083375,0.0083137,-0.0081937,-0.0075681,-0.010526,0.0035131,0.018657,-0.010385,0.011032,0.0083986,0.015076,0.0059194,-0.0037772,0.0025753,-0.0016981,-0.0061617,0.0052941,0.003996,-0.0019658
-0.054976,0.045451,-0.0054897,0.0030815,-0.0050373,-0.00688,0.036555,0.0055129,0.03393,-0.00020258,0.019522,-0.014525,0.0063203,-0.010501,-0.014808,-0.0087953,0.013811,0.0034171,0.0023732,-0.018442,-0.0070539,0.0033804,0.0036914,-0.004905,0.0057619,0.0030367,0.0058633,-0.0055458
-0.060912,0.072281,-0.091623,-0.029729,-0.013459,0.0027941,0.025439,0.0074271,0.031038,-0.0065986,0.0092411,-0.0059389,-0.0049337,-0.021525,0.0016733,0.0058199,-0.0059195,0.0045496,0.0050719,0.01355,0.012051,-5.29e-05,0.002532,-0.001139,-0.0033903,0.0031857,0.00077058,-0.0016269
-0.071407,0.070167,0.007864,0.0010742,0.012529,0.011063,0.033443,0.030134,0.034787,-0.017902,0.012752,-0.0037645,-0.0022836,-0.0010303,0.0057497,-0.0052411,0.0053666,-0.0024796,-0.0098789,-0.016154,-0.013224,0.0025953,-0.0029954,-0.0053601,0.0020823,-0.0062216,0.0031871,-0.0034821
-0.073713,0.07517,-0.0043911,-0.01657,0.0097936,0.0096198,0.039478,0.021283,0.042859,-0.012189,0.012686,0.0011436,-0.0048028,-0.010829,-0.00027648,-0.013509,0.0077949,-0.00065064,-0.0099853,-0.019365,-0.0086131,3.3923e-05,-0.0028467,-0.0010521,0.0036263,-0.0031997,0.0019038,-0.0053239
-0.05324,0.060634,-0.070077,-0.0024403,-0.0050522,0.00033713,0.027604,0.019414,0.023153,-0.01194,0.018845,-0.00961,-0.0046264,-0.011792,-0.0053415,0.0091706,0.0082716,0.013071,0.0083,0.0044377,0.003355,-0.0063813,0.0054305,-0.0052442,-0.001437,0.0010278,0.0048512,-0.0040624
-0.043556,0.073118,-0.022202,-0.032287,0.0040035,0.013203,0.020368,-0.0046428,0.031889,-0.00060222,0.0091768,0.0039132,-0.0039873,-0.010812,-0.0057766,-0.019923,0.022754,-0.0019526,-0.0051446,-0.0068548,0.0043086,-0.0045303,0.0020701,0.0037175,-0.00012209,-0.0014364,-0.0023374,-0.0050401
-0.051957,0.031284,0.027116,0.06272,-0.0041864,0.0079527,0.0083396,0.022057,0.019452,-0.010629,0.0019388,-0.023921,0.016411,0.021194,0.010646,0.0051279,-0.0034967,-0.019508,-0.0025635,-0.0017193,-0.0096209,0.0081036,-0.0023805,-0.010329,-0.0036204,-0.0039076,0.0044826,0.0013392
-0.021563,0.064219,-0.024758,-0.019928,-0.0033076,0.0077191,0.022962,-0.003398,0.03082,-0.00042698,0.018125,-0.0053804,-0.0044726,-0.0097595,-0.0095105,-0.01213,0.021882,0.0033133,0.0039272,-0.0066749,0.0039943,-0.0018654,0.0075238,-0.0013389,0.0015712,0.0021891,0.0020621,-0.0080284
-0.021624,-0.0027681,-0.010809,0.082245,0.00043537,-0.018373,0.030115,0.010273,0.01751,0.0090534,-0.0012562,-0.01638,0.018022,0.02279,-0.01695,-0.00096797,0.0048533,-0.013566,0.012681,-0.001223,0.0011867,-0.0090496,0.0026658,-0.0095537,0.0023414,-0.0038038,0.0097568,0.0047643
-0.060503,0.071281,-0.099608,-0.034107,-0.016964,0.0019676,0.020769,0.0034973,0.027697,-0.003744,0.0042515,-0.0050529,-0.0038919,-0.022068,0.0046339,0.0072898,-0.01369,0.001088,0.005133,0.01768,0.014423,0.0028473,0.0012424,5.6577e-05,-0.0032175,0.0033073,-0.0005803,0.0013271
-0.058632,0.069639,-0.11506,-0.037742,-0.023502,0.0045631,0.0031285,-0.011282,0.013863,0.00060136,-0.00045482,-0.0046205,0.0043244,-0.011436,0.0027093,0.0051975,-0.0082483,-0.0010797,0.0071445,0.016526,0.015692,-0.00010464,0.0038383,-0.0026167,-0.0036851,0.0038533,-0.0013756,0.00010642
-0.052856,0.062823,-0.11847,-0.037744,-0.027063,0.0049797,-0.018646,-0.025368,-0.0090952,0.0081465,-0.008192,-0.0017996,0.011897,0.0079774,0.0021786,0.0013148,-0.0081313,-0.0048303,0.0053461,-0.0019397,0.0029642,0.0015091,0.0032859,-0.0035688,0.00027026,0.0044571,0.0020038,-0.0018721
-0.048371,0.042117,-0.019631,0.041944,0.0070356,-0.0070546,0.034527,0.037976,0.023256,-0.012662,0.010631,-0.018286,0.003167,0.0081471,-0.00018953,0.012985,0.0055346,-0.0055483,0.0014219,-0.0023588,-0.01162,-0.00038414,-0.00079335,-0.010955,0.0028166,-0.0079328,0.0077599,0.001769
-0.061002,0.072194,-0.11009,-0.039633,-0.022749,0.0048197,0.0092144,-0.0094523,0.021233,2.9843e-05,0.00074787,-0.0045137,0.0040931,-0.014916,0.0028298,0.0033613,-0.0086154,-0.0020564,0.0064842,0.014435,0.016216,0.0014812,0.0038205,-0.0026969,-0.0028045,0.0039388,-0.0012746,-0.00049559
-0.046876,0.049871,-0.071696,0.01928,0.0031068,-0.0062429,0.026552,0.033278,0.0076725,-0.014132,0.018477,-0.0096583,-0.01199,-0.0033657,-0.0054111,0.017926,0.0027761,0.016495,0.0091399,0.0010261,-0.0027392,-0.0091427,0.0027214,-0.0041076,-0.00084101,0.0020655,0.0053511,-0.002847
-0.065139,0.070582,-0.00042166,-0.027078,0.0071573,0.005599,0.034536,0.0031145,0.037791,-0.00031533,0.010171,0.0016686,-0.0013769,-0.014821,-0.0086232,-0.018253,0.015858,-0.00089589,-0.0059336,-0.020079,-0.002546,0.00074977,0.00063016,0.0029426,0.0040467,0.0027234,0.00060823,-0.0070914
-0.0833,0.081547,0.051024,-0.035516,0.025679,0.0055425,0.03306,0.006153,0.025437,0.0033003,-0.0023988,0.012314,-0.0049446,-0.0044239,-0.0031507,-0.018521,0.0019615,-0.0040957,-0.010537,-0.020732,-0.0092999,-0.0008993,-0.0039558,0.0053227,0.0012153,0.0031548,0.00037191,-0.002075
-0.057226,0.068191,-0.11143,-0.035172,-0.02239,0.0022399,0.0088312,-0.0045334,0.016931,-0.0006559,0.00063811,-0.0052795,0.00070601,-0.014418,0.0054673,0.0088378,-0.016476,-0.00014686,0.0073741,0.015765,0.013112,0.0033522,0.002509,-0.0019612,-0.0025123,0.0041789,0.0008988,0.0012127
-0.079787,0.069592,0.05107,0.0081024,0.01322,0.024455,0.0078726,0.019129,0.018809,-0.019593,0.011464,-0.0032063,0.0044126,0.011296,0.011952,-0.009536,-0.0010364,-0.0024767,-0.0086112,-0.012787,-0.0090375,0.003555,0.001225,-0.0068443,-0.00046218,-0.003402,0.0019817,-0.0021812
-0.064955,0.078258,0.0070876,-0.038029,0.014259,0.0082774,0.03502,0.0042949,0.040229,0.0017662,0.0021034,0.011331,-0.0055952,-0.011884,-0.0023755,-0.024795,0.0086806,-0.0075077,-0.0137,-0.021403,-0.005387,0.001255,-0.0045462,0.0069437,0.0028713,-0.00075077,-0.0031383,-0.0034502
-0.035161,0.034642,-0.06657,0.032969,0.012466,-0.010623,0.021265,0.033778,-0.0041669,-0.011555,0.018195,-0.005499,-0.014144,0.0019459,-0.0089497,0.016434,0.0017368,0.018423,0.0089278,-0.0040162,-0.0009633,-0.010199,0.0026552,-0.0026131,-0.0012814,0.0044609,0.0025119,-0.003147
-0.011048,-0.069922,0.00012559,0.012367,-0.0049576,0.041822,-0.0065472,-0.0039096,0.00313,0.0093788,-0.02043,0.010801,-0.012413,-0.028706,-0.015924,0.0070666,-0.0054973,-0.0086802,0.012171,-0.0065595,-0.014181,-0.011085,0.0099015,-0.0043126,-0.0039989,-0.0068135,-0.0037511,0.003141
0.00079883,-0.10732,-0.0079252,-0.020999,0.028055,0.027172,0.016393,-0.011196,0.0038749,-0.0089699,0.0033295,0.010475,0.010144,0.0078644,-0.0076858,0.008508,-0.0088838,0.0049147,0.016805,-0.0057535,0.0015829,0.0070816,-0.0045146,0.0091507,-0.0084479,-0.010297,-0.0027737,0.0028091
-0.012161,-0.07908,0.0025387,0.00084572,-0.012859,0.045728,-0.0033133,0.0059964,-0.0066311,0.012405,0.0057786,0.022695,-0.0025831,-0.021257,-0.01874,0.010859,-0.003722,-0.013067,0.0062483,-0.0034125,-0.0031713,-0.0030157,-0.0015496,0.0032932,-0.00063306,-0.0084942,0.0044145,0.0033104
-0.012282,-0.021869,-0.03052,0.062154,0.029559,-0.0070188,0.01848,0.0048258,-0.0054669,-0.0028971,0.0094942,0.010524,-0.0013699,0.011548,-0.023109,0.0065734,0.002515,0.0051182,0.014042,-0.013373,0.014297,-0.0050406,-0.0050194,0.00054985,-0.0005309,0.0030249,-0.0069651,0.0019779
0.0013465,-0.083974,-0.012883,0.013438,0.035211,0.011631,0.023849,-0.030093,0.0047038,-0.0099177,0.008457,0.02131,0.0097761,0.0099153,-0.012697,0.006632,-0.010055,0.0082246,0.018857,-0.0080536,0.0085449,0.0047842,-0.0049687,0.0070667,-0.0057529,-0.011212,-0.0033907,0.0050706
-0.046244,0.051275,-0.095556,0.0028381,-0.0046127,-0.0032394,0.003427,0.017845,-0.012127,-0.0095875,0.011302,-0.0064796,-0.012521,0.0033756,-0.002111,0.020214,-0.0020924,0.019114,0.0067513,0.00083009,-0.0056697,-0.0095624,0.0016968,0.00013416,-0.0067452,0.0069342,0.0057503,-0.0056302
-0.015253,-0.0971,0.0042788,-0.033259,-0.038197,0.019322,0.026817,0.020251,-0.020503,0.01315,0.025065,0.032157,0.0051118,0.013518,0.003497,0.0065021,0.0035534,-0.010028,-0.0091045,0.0055521,0.0071547,0.0097538,-0.0048452,-0.003583,-0.004645,0.0024591,0.0067762,-0.0027305
-0.052463,0.059807,-0.10747,-0.02307,-0.019114,0.005234,-0.016606,-0.011224,-0.015243,-0.00084885,0.0007839,-0.0040377,0.003671,0.0094966,0.00052129,0.010758,-0.0012829,0.0087754,0.0059554,-0.00073667,-0.0020472,-0.0054225,0.0040839,-0.0024265,-0.0054426,0.0065781,0.005692,-0.0056676
-0.017228,-0.023964,-0.00041726,0.055012,-0.018864,0.0028334,-0.0030745,0.0074193,0.016221,0.01812,-0.039671,-0.010112,-0.006505,0.010751,-0.0025857,-0.0061914,0.011594,0.0060341,-0.0029164,0.008884,0.0085087,0.0055104,-0.017204,0.0078618,0.0077624,-0.00072243,0.01633,-0.0022632
-0.019564,-0.022808,0.0045631,0.060832,-0.033204,0.014617,-0.0023709,-0.014983,0.014196,0.016377,-0.047989,0.0099998,-0.027816,-0.0077602,0.0094245,0.0037947,0.0094099,0.015418,-0.0023731,-0.0063153,0.0090869,0.0067517,-0.0029172,-0.01114,0.00015674,0.0049884,0.0093509,0.00057609
-0.010924,-0.078448,0.00020461,-0.013529,-0.0099785,0.019585,0.010117,-0.006885,-0.00030005,-0.0013084,-0.024242,0.004435,-0.013909,-0.011962,0.0096535,0.0049348,0.0029464,0.0081497,0.0019954,-0.0034289,-0.017055,-0.0039514,0.021222,-0.018464,0.0041306,-0.0067252,-0.0089741,0.0048434
-0.017149,-0.025838,0.0052464,0.044871,-0.035828,0.014761,-0.0021383,-0.015969,0.011784,0.01683,-0.04654,0.014819,-0.030203,-0.014213,0.012077,0.0051767,0.010632,0.022114,-0.0046676,-0.0083734,0.0027059,0.0077622,0.0085322,-0.02036,0.0029325,0.00077957,0.0048625,0.0052731
-0.025789,-0.012968,0.0074557,0.069065,-0.020884,0.02584,-0.018357,-0.002678,0.0081643,0.005411,-0.028946,-0.00025737,-0.017159,-0.010372,0.0024019,0.0038012,0.0080894,-0.0044181,-0.0015882,-0.0031472,0.011694,0.0015614,-0.013484,0.0030928,0.00072831,0.0050213,0.011668,-0.0023775
-0.015208,-0.056189,0.0030895,0.022061,-0.025307,0.027867,0.0026074,-0.014579,0.0025787,0.01143,-0.031048,0.019369,-0.023549,-0.026385,0.0018676,0.009562,0.00082699,0.0028204,0.0033691,-0.0078974,-0.013613,-0.0079038,0.017335,-0.013189,-0.0019844,-0.0094337,-0.0059869,0.0028032
-0.012191,-0.052602,0.0033123,-0.0026204,-0.02589,-0.000234,0.0084693,-0.0050922,0.0016132,0.0081692,-0.024922,0.0036375,-0.017312,-0.0023404,0.014925,-0.001814,0.0096993,0.025022,-0.0075182,-0.0031389,-0.0034587,0.0070078,0.016667,-0.025191,0.010765,-0.0033754,-0.0025903,0.011134
