-3.669,-3.6931,-3.8579,-4.4111,-3.1424,-2.9824,-2.5646,-0.53101,-1.9272,-1.7778,0.56739,-1.3269,-0.096513,1.7953,1.0691,-2.0258,-3.4397,-0.45782,0.34151,2.9582,-0.8616
1.1127,-0.29519,0.76214,-3.3097,-2.2066,0.80951,-1.2047,1.0185,-0.65297,0.36939,0.28645,-0.33014,-1.7037,-0.75119,-1.1475,-1.6589,0.42717,1.0668,-1.8197,-1.522,0.37422
-2.6449,-2.3565,-2.2999,-3.8034,-1.4697,-2.7807,-0.10257,0.97797,2.0068,-0.8955,2.0451,0.56819,-0.13611,0.24695,1.1285,-0.029476,-1.4764,-0.33531,-1.3123,-0.60831,-0.86235
1.0892,0.0069499,0.68958,-1.411,0.27604,0.9095,1.9989,-0.15539,0.10856,-1.0717,-0.90793,0.27534,-0.40398,-0.71705,-0.26189,1.4424,-0.41369,0.77272,-0.11309,0.77184,-0.74382
-0.00079296,1.569,-0.0093082,0.84375,0.61234,0.22761,-2.3551,-0.59207,3.1204,-0.75468,-1.6843,-0.76692,2.0138,-0.33242,-0.722,2.2101,-0.30175,0.15648,1.8914,3.1081,0.45476
-3.2221,-3.6983,-3.5871,-4.1285,-3.6327,-4.2837,0.9751,2.7194,0.50625,3.176,3.1347,-0.027037,-1.7864,-0.24138,0.83278,-1.1471,1.0637,2.2256,-1.5624,-2.231,2.7614
0.35222,1.7416,0.71107,0.62007,1.1368,1.44,-1.5315,-0.6903,1.774,-1.3547,-0.46138,-1.2992,-0.78079,-1.6651,-1.4861,2.104,-1.3179,-0.34191,-0.37318,-0.21343,-0.94766
-4.1421,-2.5286,-3.6158,-3.2128,-3.153,-3.6113,0.77546,-0.55645,-1.1557,0.2987,-1.302,1.9825,-0.72743,1.9532,2.0084,-1.354,0.81466,-0.13012,-2.8678,-3.3565,1.5476
-1.7705,-1.1213,-1.13,-2.4948,-0.28173,-1.3516,0.079225,0.59014,-1.0627,2.1584,0.77625,0.30224,-1.1972,1.2145,0.0060245,0.8802,1.372,1.3273,1.7372,-0.65467,2.835
-1.6148,-1.2291,-1.4333,-3.534,-1.5395,-2.1651,0.30619,0.054272,-2.619,-0.5176,2.2498,2.1968,-2.869,1.0115,1.9632,-4.2066,0.0082095,1.7683,-4.939,-3.969,0.12814
-2.0825,-0.6056,-3.1988,-2.5148,-1.9295,-3.1531,0.95725,-0.80674,1.6843,0.51968,-0.44169,-0.22013,1.1966,1.3827,0.10172,2.8571,0.16335,-0.28574,2.4622,0.10134,-0.1948
-1.1046,1.0972,-0.68882,-0.51022,-0.73868,-1.6683,2.736,-1.0442,-0.1925,0.21236,0.63967,2.6735,1.8141,2.6687,3.7885,0.48073,1.1541,-0.19426,-0.58134,-0.86652,-2.1347
2.1895,-1.0797,-0.099308,-0.17472,2.3245,1.3072,-1.1966,0.7362,1.1075,1.1815,0.98579,-1.9862,-1.5356,-1.6277,-1.3653,0.42218,-1.5033,0.024659,-0.2885,-0.29911,2.2681
1.869,-1.1822,1.8941,2.3059,0.30212,2.3021,-0.81663,1.073,0.71898,-1.6918,1.1045,-0.29811,0.027308,-0.48037,-0.30363,1.106,-1.474,0.60401,-0.79253,1.5605,-2.0403
-0.83611,0.32491,-2.1153,-2.5971,-3.2759,-3.9832,0.18132,1.3083,0.60946,0.27464,1.6512,0.65271,0.40301,0.45272,2.2736,0.18927,-0.35705,1.6492,1.5492,-0.24863,1.562
-0.97783,-0.99577,-1.039,2.3085,-0.5997,-1.5551,-3.9891,0.66791,-0.11487,0.55806,1.0491,-2.8819,-0.089486,-1.7965,-3.5191,-0.14644,-0.54445,-0.42778,0.97103,0.52755,-0.62064
-3.6929,-3.3587,-3.2722,-2.6131,-2.7162,-3.4554,-0.084991,-0.69071,-1.1501,0.49982,-0.74423,-0.06896,-1.4919,-0.30561,-0.53679,-0.10446,1.8384,0.2463,-0.65386,-0.86725,1.9726
-0.18193,1.2336,0.14267,-3.6979,1.3799,-0.14997,-1.2141,0.98405,-3.503,2.0791,-1.1661,-1.2101,-1.7151,-0.070594,0.11806,-2.4202,0.45122,-0.93695,-2.4561,-2.4654,-0.40808
-1.133,-1.2481,-0.34966,0.27935,-1.0567,0.029664,-2.8419,0.070754,1.3842,-0.41295,0.12707,-1.7481,-0.6595,-1.1189,-0.99948,3.7717,-2.013,-1.3661,0.60452,0.94516,0.44745
0.093766,-0.37981,2.1763,2.3162,-0.57864,-0.281,-0.83537,-0.99237,1.2596,0.11887,-0.66785,-0.60358,0.54476,0.50579,-0.19773,1.5404,0.99721,0.10885,-1.9677,-1.608,0.31407
0.79617,0.27407,1.0593,-1.0995,0.13469,0.61543,-1.2071,0.60638,1.2086,0.050941,3.2245,-0.20022,0.65449,-0.16873,2.3071,1.4265,-1.1567,-0.25757,0.39008,-1.0814,1.998
1.5296,1.1713,-0.2796,-2.4616,-0.66044,-0.38677,1.3661,-0.040482,-2.5519,-1.3209,-2.7278,0.65009,-2.0469,-0.37282,-1.3825,-3.0011,-0.035632,0.78897,-3.0984,-2.5005,1.7044
-1.3758,-1.0825,-1.7899,-3.2314,-2.0819,-1.6602,-0.30185,-0.80113,-0.16507,-0.29431,-0.57649,0.48596,0.74605,0.1229,0.17926,0.64683,0.788,0.25753,1.7588,1.5682,1.0018
0.88241,0.86507,0.57697,0.91063,1.4372,1.3498,2.0403,0.93956,-2.7905,-0.5685,-0.26931,0.83948,-2.7501,0.64002,0.19706,-3.8835,-1.1556,-0.0067252,-3.6982,-3.3338,0.35317
0.9372,1.4568,0.10612,0.28828,0.82132,0.19956,-2.8022,-0.78423,2.8053,0.99586,-0.10149,-2.8154,-0.37825,-1.4801,-2.6046,1.9526,-2.1258,2.5999,1.8356,1.1207,-1.653
-1.1788,1.4156,0.15167,2.66,-0.56497,-0.081451,-5.6903,-0.67597,1.2239,-1.6475,0.95647,-2.7349,1.4534,-0.58129,-2.263,2.2637,-1.4048,0.72746,1.7751,1.952,-1.798
0.42994,1.0342,0.99959,0.82744,-0.59553,0.96514,0.42725,-1.8814,-0.032937,0.010069,-0.43917,0.054258,0.44434,-1.5989,-0.33252,0.79775,0.92029,1.7821,-2.1398,0.67411,-2.7174
-2.3432,-1.6374,-2.8905,-3.0328,-3.5592,-3.2597,0.88585,1.5552,1.0442,0.24578,2.2945,1.3482,1.5458,2.794,1.3531,0.89605,-0.4972,0.016928,-0.084289,-1.0236,-0.45393
0.86834,-0.27679,-0.86982,1.1228,-0.12683,-1.5167,-1.0086,3.0024,0.31638,2.4834,0.24502,-0.11728,0.05317,-0.73508,0.80463,-1.9625,-0.47348,-1.391,-1.1727,-0.93609,-1.022
-1.4154,0.60012,-2.1914,1.0764,-3.7162,-2.6867,-1.2695,0.75541,0.027885,0.24383,1.837,-0.82081,1.3382,-0.3462,-0.63366,-1.5718,-0.46223,-1.1064,1.6423,-2.26,-1.4155
1.003,-1.4032,-0.10294,0.62176,-1.327,-1.2431,-0.26404,0.56058,0.80482,-1.1233,0.43085,-0.10352,0.083404,-0.68463,-0.36,2.2143,-1.3157,0.54558,-1.7401,-1.5363,-0.857
1.1443,-0.48478,-0.5514,1.0658,-1.5059,-1.5339,2.2681,4.1103,0.012642,1.9704,3.7803,0.66178,0.29281,-1.2452,-0.033027,-1.97,-0.39516,-0.12722,-2.6142,-3.4032,-0.86453
-3.4249,-2.4419,-3.5427,-2.8403,-3.1917,-3.5394,1.4117,-0.22182,-1.9036,0.36985,0.31261,2.0527,-0.2314,2.0714,2.1548,-1.7478,0.99802,1.1331,-3.0656,-2.6561,1.0866
3.0338,1.8627,-0.46896,0.62785,1.4106,-1.5275,-1.5913,0.024298,2.9494,1.7546,1.4954,-2.3357,1.1375,2.0744,-0.73448,2.4052,0.52202,2.3713,1.889,1.5331,-0.46537
0.15575,2.2213,0.91383,-3.6908,0.35914,-1.625,-2.0086,-1.3515,-2.5121,-0.53283,-0.72618,0.23405,-2.6502,1.1096,1.0531,-2.2404,1.3556,1.1118,-2.5995,-2.7702,2.9819
-0.33073,1.4152,-0.086305,2.4811,-0.082,0.58056,-1.1137,-1.0326,-0.22138,0.25009,-0.5493,1.9529,1.7241,1.2263,1.8593,-0.14628,0.79587,-0.81608,-1.7374,0.4161,-0.68195
-1.9398,-0.56899,-1.363,0.94217,-0.083994,0.62226,-1.4096,-1.2731,-0.84746,-1.7219,-1.5966,-0.39665,0.69651,0.76419,0.3088,-0.26626,-1.5458,-1.2242,-0.53416,0.1013,1.2106
0.68184,-1.98,0.82672,0.74924,0.82455,1.8832,-1.1611,0.51356,2.5542,-0.079137,0.31466,-1.2006,-0.83825,-1.4697,-0.68351,2.3488,-0.044469,-0.28881,1.3652,-0.13665,0.24808
-0.028021,-0.70159,-0.35161,1.1926,1.0454,0.05867,-1.0005,-0.85816,0.10377,0.62412,-1.5267,0.027295,1.0233,1.215,-0.49813,-1.8256,-1.3373,0.92034,0.71596,1.11,-0.74065
1.1925,2.2244,2.6157,3.7431,2.3355,1.0588,-0.40197,-3.3585,1.0502,-2.6713,-4.4062,0.53036,2.0616,-1.0974,-2.9257,2.5932,-0.17684,-0.28853,4.3378,4.6442,1.2574
-0.5019,-2.2011,0.89807,1.8055,1.4102,-0.62174,0.41207,0.97608,0.66278,0.22651,-1.012,0.2352,-0.43656,-0.39787,-2.0176,1.0046,0.42518,-0.089366,0.7579,0.32559,2.2775
0.70519,0.84834,0.012913,-2.8014,0.13326,-0.22857,0.57182,1.1772,-1.7675,2.0054,0.55913,-0.49883,-2.6093,2.0936,-0.045652,-4.235,2.1347,-2.0232,-1.6248,-3.2531,3.5239
0.25192,1.3796,-0.49517,1.4991,0.17348,0.55848,-1.177,-1.7623,-0.013635,-1.391,-0.026283,-0.091234,1.6487,0.18942,0.90482,0.94618,0.050904,1.1994,0.098686,1.7708,0.10936
-2.2207,-2.9181,-1.2548,-0.64162,-3.7631,-2.9995,1.8777,-0.43219,-1.1408,0.67402,0.06759,0.51867,-0.38672,0.2294,1.1027,-1.0005,2.4998,-0.062202,-0.34426,-0.88296,-0.89782
-2.7023,-1.1452,-1.967,-3.5169,-2.3608,-3.0218,-1.3672,-0.2954,-1.219,-1.0725,-0.40905,0.92736,-1.0215,0.39283,-0.56049,1.1283,0.2859,1.6946,1.2241,1.9088,-0.61156
0.60956,2.3297,0.88037,-0.48626,0.15271,0.26188,-1.5583,-0.44745,-1.5758,0.79754,0.11093,0.79306,0.31761,3.1174,2.7117,-2.5341,1.1486,-1.0031,-1.3555,-1.9077,2.0166
1.5339,2.5848,0.59794,-0.56361,0.75295,0.052869,-0.48719,-0.96185,0.95329,-0.30388,-0.93658,-2.9676,-0.36816,-1.369,-2.7823,0.38546,-0.45944,0.78295,0.42165,-0.039299,0.091452
-1.5182,-1.7192,-1.1108,-2.2589,-2.8596,-2.1464,0.82428,-0.58612,0.18501,-0.11352,-0.067232,0.6208,-0.079713,-0.23426,0.68294,0.42218,0.63238,-0.13015,1.4371,0.94588,2.2941
0.29307,1.6491,-0.57067,0.31329,1.0214,0.0051729,-0.34967,-1.2516,0.21068,-1.1,0.64226,-0.99001,-0.064168,0.011196,1.0777,-1.058,-0.08087,-0.6073,-1.0072,1.3599,0.52284
-2.2452,-1.9833,-2.3033,-0.26869,-1.632,-1.461,0.34675,-0.90423,0.79148,-1.8446,-1.5026,-0.65182,0.9941,-1.2312,-1.4372,0.32337,-1.308,-0.22694,0.79059,1.0447,0.65772
-0.87757,-1.1767,-2.5191,-3.0304,-2.9963,-2.0773,1.4227,0.6692,0.61937,0.34296,0.90018,0.81772,0.41299,0.21878,0.97336,0.43456,0.32879,0.87235,1.5426,0.86425,0.90903
0.58031,1.739,1.1745,2.7436,1.6845,2.0134,-1.977,-3.0549,0.30478,-3.4413,-3.378,-0.42135,1.4599,-1.0292,-1.5018,3.3542,2.1697,0.50114,3.6852,3.0655,0.95096
-1.122,-0.31608,-0.70652,0.82089,0.22848,0.35341,0.94716,-0.063673,-0.16129,-0.75859,-1.3489,2.085,1.6716,1.9161,0.25526,0.35051,-1.1086,-2.1553,-0.22212,-1.5878,-1.3838
-0.76359,1.2632,0.73474,-2.7407,1.1253,0.80407,-1.5238,-1.6784,-2.6162,-2.9499,-2.7655,1.9819,-2.2569,-0.4108,-0.021195,-3.1937,-1.0275,0.5425,-2.9702,-3.1212,0.96243
2.0826,0.30241,-0.48723,2.2499,-1.1459,0.20505,0.43725,0.053604,0.49572,-0.66488,1.1417,1.0273,0.14137,-1.6811,0.50473,-1.0274,-0.74834,-0.42778,-2.0368,-1.1095,-1.4998
-1.0646,-1.5472,0.11223,0.88984,0.84832,1.2085,0.12168,0.37743,-2.308,0.04044,-0.39446,0.090228,-1.6162,0.030317,0.23678,-2.2394,2.1031,1.8175,-2.028,-2.7157,-0.051785
0.32521,-0.88562,-0.42067,0.94465,-1.2327,0.77508,-1.1795,-0.98055,1.4498,-1.621,-0.31945,-1.0534,-0.4994,-0.48936,-0.68685,0.85948,-2.3235,-0.029343,-1.214,0.743,0.94338
1.0603,1.1121,0.49183,2.1596,0.41322,1.227,0.28904,-0.038512,1.6413,-0.0083549,1.3417,0.027496,1.5044,0.095453,0.80265,-1.6222,-0.84325,-1.1337,-1.9289,-0.75382,-0.81753
-0.35831,1.0634,0.8107,-0.49418,0.22976,0.77608,-0.30821,-1.6857,0.25061,-2.4783,-1.1926,0.98819,1.3981,-0.90424,2.2829,2.783,-0.31083,-0.48689,1.4919,0.058497,-1.878
-0.036625,1.609,0.31068,-1.8241,1.4343,0.83322,-3.7485,-2.7111,-2.6868,-3.8183,-2.6734,-2.2441,-1.0045,-2.8798,-1.9138,-2.6217,-2.2123,0.048837,-2.2386,-2.8404,1.1841
-0.80343,0.8624,-0.47071,0.42564,-1.0096,-1.4023,3.5667,-0.16791,1.4172,-0.13366,0.94288,2.4971,2.5716,1.0453,3.4661,2.6119,-0.62873,0.62512,0.58636,1.0753,-0.42626
1.1971,-1.6376,0.56233,-0.39121,0.73751,0.51084,-2.7936,1.382,-0.37293,0.9394,-0.62787,-1.9797,-2.1687,-2.8324,-2.4028,0.56691,1.8199,0.37397,-1.4359,0.82585,-3.5154
0.082666,-0.27943,-0.21333,2.4507,-0.10031,0.58039,0.017762,2.7751,-0.53583,2.8413,-0.12707,-0.0055215,0.09791,0.22592,0.47897,-0.76442,-0.27538,-0.76743,-1.3729,-0.34629,-0.66467
-1.3544,-2.9784,0.00739,5.0472,0.81767,0.33395,-0.95765,0.54304,1.1038,0.20173,-1.0546,-0.13518,1.2344,-0.46605,-1.7365,1.9876,-0.062111,-1.1393,2.2013,2.3586,1.8056
-2.1499,-0.98201,-0.004948,0.13528,0.48042,0.042253,-1.2875,-2.9341,-0.72481,-2.9263,-3.9609,-0.38789,0.045169,-1.884,-2.6188,0.72628,-0.017964,-1.7857,0.57274,0.99813,1.7653
1.4367,-3.7791,1.6671,-1.185,0.83328,2.457,-3.0136,0.67246,-2.0452,-0.020845,-0.42909,-1.797,-1.7713,-2.2361,-2.5951,-1.0741,0.99031,0.46764,-1.7503,-1.0186,-0.37454
-0.68117,-2.2259,0.20444,-2.6065,0.20739,0.12412,-1.8541,0.64747,-3.8982,-0.58757,-0.93699,-2.0245,-3.4688,-1.454,-1.4933,-3.8975,0.79546,-0.70941,-3.6559,-3.6863,-0.75225
-1.0784,-1.745,0.77444,-0.35312,-2.0226,-3.7577,-0.15329,0.099857,1.7867,1.5297,1.0656,-0.24655,0.79196,-0.72404,-0.86117,2.8804,-0.016702,-0.483,-0.1194,-0.62741,2.3583
2.4742,-0.78269,1.1972,-1.1316,1.1636,-2.3336,-2.4141,-1.6935,0.3601,1.2109,-0.47564,-3.2934,-0.76668,-0.31094,-2.5376,0.71422,0.72309,0.72027,0.65337,-0.43653,1.3325
