0.73308,0.4563,0.61583,0.62155,0.59648,0.48164,0.39232,0.74029,0.35013,0.61536,0.61593,0.61691,0.52905,0.31009
-0.075634,-0.035322,0.33272,0.1522,0.27393,0.28435,0.20003,-0.051951,0.13279,0.28558,0.12206,0.1893,0.29271,0.0088059
-0.054508,-0.27866,0.14548,0.078045,0.13476,0.18565,0.17699,-0.067531,-0.057878,0.19627,0.10821,0.084583,0.20013,0.03197
-0.15386,-0.15562,0.252,0.07802,0.17719,0.25027,0.17948,-0.13031,0.058548,0.2134,0.063851,0.09191,0.23173,-0.0024106
-0.27847,-0.23985,0.067462,-0.11019,0.181,0.22662,0.095112,-0.22814,0.047619,0.01821,-0.12538,0.10238,0.1351,0.024138
-0.29183,-0.20148,0.10979,-0.13987,0.20358,0.30096,0.11287,-0.22506,0.12073,0.060771,-0.12857,0.15632,0.21977,0.05143
-0.075856,-0.19475,0.27171,0.086374,0.29821,0.34329,0.17485,-0.047321,0.097074,0.2362,0.093176,0.22621,0.2951,-0.0067214
0.13544,-0.018861,0.35167,0.25865,0.20075,0.32386,0.10494,0.1538,0.010351,0.35775,0.28773,0.18963,0.30702,-0.02067
0.043045,-0.13416,0.34503,0.18648,0.34672,0.33798,0.2882,0.071986,0.10838,0.32315,0.16916,0.25607,0.32698,0.10861
0.24195,-0.08438,0.46675,0.39623,0.38019,0.37033,0.08344,0.22823,-0.048585,0.42955,0.36173,0.30191,0.38881,-0.13273
-0.06587,-0.18839,0.26571,0.11429,0.2192,0.26843,0.20866,-0.044058,0.062294,0.25284,0.12311,0.12651,0.24973,0.040951
0.30317,0.071007,0.42617,0.37027,0.36737,0.28581,0.026676,0.25524,0.022668,0.39155,0.37782,0.30701,0.2944,-0.1371
-0.093419,-0.0010007,0.17211,0.026252,0.24733,0.2489,0.12714,-0.029478,0.22204,0.13404,-0.013178,0.21016,0.1774,0.14677
0.017265,-0.068896,0.2823,0.13045,0.35285,0.34175,0.24698,0.068113,0.14614,0.28022,0.11125,0.29048,0.3048,0.1332
0.055924,-0.15207,0.30588,0.16092,0.29651,0.32136,0.21141,0.090349,0.045646,0.34269,0.19574,0.23178,0.30941,0.093346
0.1379,-0.13624,0.34816,0.24817,0.36035,0.30665,0.083876,0.08847,-0.023569,0.30003,0.21327,0.27528,0.33843,-0.12897
0.019909,-0.081598,0.29213,0.1306,0.40137,0.40652,0.26748,0.071938,0.15139,0.27614,0.094075,0.34042,0.35158,0.16949
0.20032,-0.13124,0.33731,0.29853,0.29362,0.25141,0.21424,0.15872,-0.018018,0.32591,0.26122,0.21615,0.27927,0.0084633
-0.19414,-0.21907,0.1726,-0.033079,0.25504,0.29662,0.21031,-0.15487,0.10751,0.13957,-0.037545,0.1647,0.23808,0.064266
-0.1008,-0.12054,0.27905,0.056937,0.34403,0.39381,0.23503,-0.044307,0.18844,0.23957,0.042898,0.26646,0.32556,0.10585
-0.26777,-0.33375,-0.057819,-0.16759,0.018991,0.034426,-0.0053266,-0.25555,-0.10051,-0.038792,-0.14666,-0.05819,0.025878,-0.046022
0.13285,-0.075036,0.44031,0.29129,0.43629,0.45592,0.22091,0.17687,0.13198,0.4245,0.2792,0.37422,0.43343,0.069729
-0.17152,-0.18946,0.19606,-0.023136,0.30775,0.33002,0.23989,-0.12574,0.152,0.15627,-0.033768,0.22423,0.2813,0.11429
0.18975,-0.19998,0.31005,0.27954,0.30731,0.24066,0.22041,0.1362,-0.045075,0.30485,0.22591,0.20296,0.27834,-0.0080984
0.5054,0.29761,0.40575,0.46829,0.15596,0.11569,0.34127,0.48239,0.19783,0.4048,0.43498,0.12961,0.13085,0.31458
0.54293,0.33017,0.49752,0.48903,0.49532,0.32012,0.42002,0.5215,0.27821,0.48996,0.47858,0.47164,0.38288,0.31469
0.1768,0.25452,0.13096,0.052958,0.3794,0.13796,0.31302,0.19969,0.34137,0.093933,0.070121,0.35473,0.13773,0.25312
0.41366,0.0050126,0.41305,0.42813,0.30707,0.24967,0.20846,0.35033,-0.029862,0.38302,0.38627,0.24238,0.31561,0.0096008
0.60358,0.24423,0.52199,0.58046,0.32983,0.28238,0.36356,0.55248,0.10376,0.49909,0.52417,0.31949,0.35431,0.20223
0.17178,-0.15221,0.3207,0.25451,0.31065,0.30137,0.27067,0.16413,0.037725,0.34366,0.24671,0.23387,0.32441,0.08064
0.195,0.25053,0.17297,0.10163,0.38783,0.17691,0.19461,0.21526,0.28086,0.16862,0.16682,0.38088,0.19258,0.098506
0.16252,-0.061931,0.37492,0.26876,0.40234,0.40398,0.24071,0.18709,0.15479,0.41204,0.30133,0.34921,0.43087,0.11917
0.34739,0.28083,0.33982,0.29826,0.34007,0.32515,0.040248,0.34398,0.22093,0.37353,0.33957,0.32688,0.26773,0.028793
-0.091581,-0.20139,0.024285,0.077659,-0.1965,-0.12525,-0.18656,-0.14953,-0.24927,0.030598,0.062349,-0.23497,-0.085918,-0.22397
-0.048868,-0.25142,-0.035254,-0.030523,0.012465,-0.15753,0.23999,-0.083878,-0.085472,-0.009264,0.014593,-0.091623,-0.034023,0.082455
0.15503,0.01485,0.14674,0.25283,-0.11398,-0.064577,0.11213,0.10921,-0.10546,0.17349,0.24976,-0.12219,0.0092252,0.013019
0.27105,0.14167,0.35133,0.25822,0.46447,0.36604,0.092586,0.25394,0.13354,0.33787,0.29816,0.41159,0.31684,0.013826
0.24098,0.047721,0.17016,0.215,0.088173,-0.028168,0.39333,0.22605,0.089897,0.19615,0.22223,0.00056418,0.012779,0.30581
0.23438,0.14474,0.24546,0.22842,0.14382,0.095427,-0.083845,0.23717,0.025541,0.31472,0.32603,0.16854,0.14616,-0.18759
0.0039236,-0.027305,-0.024434,0.0067638,-0.019949,-0.035899,-0.1102,-0.021543,-0.092436,0.0010531,0.046766,-0.041111,-0.096979,-0.14296
-0.037381,-0.11715,0.066296,0.063093,-0.03625,-0.051157,0.22255,-0.074538,0.00049811,0.085938,0.077546,-0.13477,-0.021506,0.066997
0.45735,0.0361,0.427,0.48098,0.25464,0.14987,0.18107,0.40072,-0.011868,0.39381,0.42141,0.20987,0.23515,0.029309
0.60794,0.33919,0.50478,0.55632,0.26137,0.24464,0.3969,0.58574,0.25386,0.49124,0.52313,0.27871,0.2916,0.35109
0.43912,0.34338,0.42487,0.45714,0.14368,0.15883,0.16613,0.4239,0.24425,0.42278,0.45041,0.13637,0.14293,0.168
0.12069,-0.14999,0.28835,0.23426,0.21169,0.15432,0.1016,0.050439,-0.092522,0.23806,0.21409,0.091854,0.16201,-0.13886
0.2737,0.032407,0.42354,0.39006,0.16632,0.26372,0.16372,0.2617,0.0060175,0.42572,0.39387,0.15069,0.2881,-0.016607
