0.75865,0.68633,0.62403,0.6216,0.71381,0.6609,0.60141,0.74916,0.667,0.60599,0.59271,0.65962,0.54649,0.50768
0.45988,0.40304,0.31972,0.33904,0.33253,0.29085,0.33489,0.437,0.40784,0.28949,0.29689,0.28125,0.23083,0.28353
-0.060178,-0.054791,0.011536,0.0073077,0.12622,0.063446,-0.074633,-0.096945,-0.12195,-0.030314,-0.05502,0.10336,0.072049,-0.081505
0.44581,0.3852,0.26439,0.28294,0.39731,0.29095,0.25337,0.41264,0.3408,0.25194,0.25647,0.33474,0.21304,0.13072
0.12479,0.055589,0.21018,0.22239,0.34105,0.27743,0.017286,0.07023,-0.063799,0.15134,0.14415,0.3112,0.21125,-0.0025573
0.21498,0.16635,0.19551,0.22548,0.35127,0.23869,0.099493,0.18437,0.091417,0.18264,0.13453,0.31087,0.18026,0.009446
0.2217,0.18164,0.1818,0.22949,0.36457,0.24396,0.13391,0.19045,0.10382,0.14157,0.13473,0.32073,0.16459,0.066891
0.35762,0.25416,0.46404,0.45123,0.36742,0.41566,0.28898,0.34399,0.15454,0.40723,0.41549,0.30402,0.34948,0.18617
0.43202,0.33429,0.34809,0.39313,0.53827,0.43453,0.28506,0.3818,0.22514,0.31624,0.29891,0.47148,0.31503,0.18429
0.40543,0.34203,0.54918,0.54821,0.44985,0.51085,0.39342,0.40499,0.28402,0.51628,0.48925,0.36704,0.42488,0.34405
0.40012,0.33937,0.32677,0.35016,0.45738,0.35174,0.24771,0.36161,0.23979,0.27887,0.26983,0.39086,0.24963,0.14923
0.33021,0.33253,0.42014,0.40009,0.19097,0.30662,0.35285,0.33049,0.34382,0.35757,0.36044,0.14316,0.27942,0.32932
0.083994,0.050822,0.1245,0.12429,0.3187,0.22685,-0.048653,0.015904,-0.057924,0.067763,0.043135,0.29106,0.13395,-0.062282
0.21988,0.15409,0.22838,0.23848,0.36438,0.30915,0.079114,0.1546,0.031315,0.16945,0.15781,0.29221,0.19661,0.0064239
0.29743,0.20034,0.2329,0.28777,0.47116,0.3694,0.13367,0.23148,0.088756,0.19727,0.18573,0.39755,0.21756,0.043046
0.25566,0.23791,0.35147,0.36033,0.29598,0.30796,0.29615,0.2605,0.19466,0.31721,0.29414,0.24231,0.2656,0.24075
0.26515,0.17218,0.18816,0.22744,0.4506,0.31874,0.098865,0.19371,0.043186,0.14439,0.12768,0.41578,0.20882,-0.0093158
0.26913,0.22111,0.21336,0.23459,0.38509,0.25254,0.13949,0.22783,0.15794,0.18355,0.13868,0.32387,0.18405,0.050136
0.40156,0.33427,0.39612,0.43524,0.47666,0.41225,0.30684,0.37592,0.25215,0.3619,0.36044,0.40084,0.32313,0.20764
0.14432,0.096092,0.12125,0.15125,0.32871,0.18977,0.001671,0.082783,-0.0048801,0.073626,0.034355,0.27208,0.099118,-0.085426
0.025293,-0.011314,0.070579,0.09686,0.23091,0.19151,-0.040641,-0.02354,-0.095606,0.035247,0.01632,0.19805,0.13465,-0.097313
0.42799,0.36535,0.40652,0.41941,0.49038,0.3911,0.26965,0.40103,0.29188,0.4023,0.35955,0.42852,0.30421,0.14915
0.42889,0.3608,0.3982,0.4334,0.5207,0.45083,0.31881,0.38749,0.27539,0.34874,0.34283,0.43377,0.32304,0.20747
0.19232,0.082661,0.2663,0.30716,0.33151,0.28277,0.15634,0.157,-0.0008857,0.26263,0.2508,0.28562,0.26673,0.041916
0.38281,0.27261,0.47599,0.47869,0.29759,0.37002,0.41676,0.40453,0.26997,0.42957,0.44402,0.24739,0.32519,0.37533
0.27274,0.11634,0.15331,0.18874,0.27651,0.23488,0.18269,0.23509,0.10337,0.15992,0.17927,0.28934,0.1978,0.17955
0.28616,0.16382,0.41024,0.39647,0.27471,0.35993,0.26781,0.29629,0.16655,0.378,0.38875,0.18153,0.29174,0.28819
0.33559,0.16267,0.47791,0.47838,0.27821,0.42249,0.37808,0.35625,0.18865,0.48206,0.46406,0.19034,0.30633,0.38119
0.22657,0.068816,0.29758,0.31964,0.18651,0.25306,0.27162,0.23447,0.093718,0.30344,0.29556,0.16092,0.21417,0.29771
0.025748,-0.052203,0.13163,0.14494,0.22109,0.1668,0.012657,-0.0038321,-0.10598,0.11619,0.10748,0.20267,0.21547,0.010836
0.19665,0.10875,-0.072291,-0.061847,0.26117,0.091348,-0.020341,0.12383,0.088549,-0.076268,-0.064379,0.22136,0.0034256,-0.063714
0.17664,0.12626,0.12604,0.10749,0.34731,0.24407,0.041483,0.1235,0.025102,0.073097,0.025412,0.35007,0.21739,-0.045139
